altitude_m,mass_kg,demand_bus_kw,minimum_pack_capacity_kwh,minimum_discharge_c_rate
3600.0,722.2983474872032,22.82819248591395,7.609397495304649,2.282819248591395
3700.0,722.2983474872032,22.94791568007199,7.649305226690664,2.294791568007199
3800.0,722.2983474872032,23.06856411666925,7.6895213722230835,2.3068564116669252
3900.0,722.2983474872032,23.19014725550343,7.73004908516781,2.319014725550343
4000.0,722.2983474872032,23.31267467681871,7.77089155893957,2.331267467681871
4100.0,722.2983474872032,23.436156083143135,7.812052027714379,2.3436156083143134
4200.0,722.2983474872032,23.560601301158407,7.853533767052802,2.3560601301158406
4300.0,722.2983474872032,23.686020283603074,7.895340094534358,2.3686020283603075
4400.0,722.2983474872032,23.81242311120989,7.937474370403296,2.381242311120989
4500.0,722.2983474872032,23.939819994677652,7.979939998225884,2.393981999467765
4600.0,722.2983474872032,24.06822127667872,8.022740425559574,2.406822127667872
4700.0,722.2983474872032,24.1976374339025,8.065879144634167,2.41976374339025
4800.0,722.2983474872032,24.32807907913586,8.109359693045286,2.432807907913586
4900.0,722.2983474872032,24.459556963381342,8.153185654460447,2.4459556963381344
5000.0,722.2983474872032,24.592081978013614,8.197360659337871,2.4592081978013614
5100.0,722.2983474872032,24.725665156975342,8.241888385658447,2.472566515697534
5200.0,722.2983474872032,24.86031767901301,8.286772559671004,2.4860317679013013
5300.0,722.2983474872032,24.996050869953624,8.332016956651207,2.4996050869953623
5400.0,722.2983474872032,25.132876205023294,8.37762540167443,2.5132876205023296
5500.0,722.2983474872032,25.27080531120821,8.423601770402737,2.527080531120821
5600.0,722.2983474872032,25.409849969659387,8.469949989886462,2.5409849969659386
5700.0,722.2983474872032,25.55002211814166,8.516674039380552,2.5550022118141658
5800.0,722.2983474872032,25.691333853528082,8.563777951176027,2.569133385352808
5900.0,722.2983474872032,25.833797434340784,8.611265811446929,2.5833797434340786
6000.0,722.2983474872032,25.97742528333898,8.659141761112993,2.597742528333898
6100.0,722.2983474872032,26.122229990155347,8.707409996718448,2.612222999015535
6200.0,722.2983474872032,26.26822431398188,8.756074771327294,2.626822431398188
6300.0,722.2983474872032,26.415421186305963,8.805140395435322,2.6415421186305963
6400.0,722.2983474872032,26.56383371369811,8.85461123789937,2.656383371369811
6500.0,722.2983474872032,26.713475180652207,8.90449172688407,2.671347518065221
6600.0,722.2983474872032,26.864359052479493,8.954786350826497,2.6864359052479494
6700.0,722.2983474872032,27.0164989782575,9.005499659419167,2.70164989782575
6800.0,722.2983474872032,27.169908793835024,9.056636264611674,2.7169908793835025
6900.0,722.2983474872032,27.324602524894498,9.108200841631499,2.73246025248945
7000.0,722.2983474872032,27.480594390072735,9.160198130024245,2.7480594390072737
7100.0,722.2983474872032,27.637898804141738,9.212632934713913,2.7637898804141736
7200.0,722.2983474872032,27.796530381250516,9.265510127083505,2.7796530381250517
7300.0,722.2983474872032,27.956503938229464,9.318834646076487,2.7956503938229464
